wave,wave_year,country_name,winner_loser,procedural_single,procedural_index,measure_type
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,1,4,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Loser,0,0,single_item
W2,2006,China,Winner,1,4,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,0,0,single_item
W2,2006,China,Winner,1,4,single_item
